modulus_bitlength,num_input_qubits,num_shots,pp_success_probability,details
4096,2205,30,0.99,"{""z"": 152, ""m"": 2047, ""s"": 26, ""l"": 79, ""algorithms"": [""EH17"", ""E20""]}"
4096,2199,31,0.99,"{""z"": 152, ""m"": 2047, ""s"": 27, ""l"": 76, ""algorithms"": [""EH17"", ""E20""]}"
4096,2195,32,0.99,"{""z"": 152, ""m"": 2047, ""s"": 28, ""l"": 74, ""algorithms"": [""EH17"", ""E20""]}"
4096,2189,34,0.99,"{""z"": 152, ""m"": 2047, ""s"": 29, ""l"": 71, ""algorithms"": [""EH17"", ""E20""]}"
4096,2185,35,0.99,"{""z"": 152, ""m"": 2047, ""s"": 30, ""l"": 69, ""algorithms"": [""EH17"", ""E20""]}"
4096,2181,36,0.99,"{""z"": 152, ""m"": 2047, ""s"": 31, ""l"": 67, ""algorithms"": [""EH17"", ""E20""]}"
4096,2175,38,0.99,"{""z"": 152, ""m"": 2047, ""s"": 32, ""l"": 64, ""algorithms"": [""EH17"", ""E20""]}"
4096,2173,38,0.99,"{""z"": 152, ""m"": 2047, ""s"": 33, ""l"": 63, ""algorithms"": [""EH17"", ""E20""]}"
4096,2169,40,0.99,"{""z"": 152, ""m"": 2047, ""s"": 34, ""l"": 61, ""algorithms"": [""EH17"", ""E20""]}"
4096,2165,42,0.99,"{""z"": 152, ""m"": 2047, ""s"": 35, ""l"": 59, ""algorithms"": [""EH17"", ""E20""]}"
4096,2161,43,0.99,"{""z"": 152, ""m"": 2047, ""s"": 36, ""l"": 57, ""algorithms"": [""EH17"", ""E20""]}"
4096,2159,44,0.99,"{""z"": 152, ""m"": 2047, ""s"": 37, ""l"": 56, ""algorithms"": [""EH17"", ""E20""]}"
4096,2155,46,0.99,"{""z"": 152, ""m"": 2047, ""s"": 38, ""l"": 54, ""algorithms"": [""EH17"", ""E20""]}"
4096,2153,47,0.99,"{""z"": 152, ""m"": 2047, ""s"": 39, ""l"": 53, ""algorithms"": [""EH17"", ""E20""]}"
4096,2151,48,0.99,"{""z"": 152, ""m"": 2047, ""s"": 40, ""l"": 52, ""algorithms"": [""EH17"", ""E20""]}"
4096,2147,51,0.99,"{""z"": 152, ""m"": 2047, ""s"": 41, ""l"": 50, ""algorithms"": [""EH17"", ""E20""]}"
6144,9113,1,0.999,"{""z"": 176, ""m"": 3071, ""delta"": 50, ""l"": 3021, ""pp_tau"": 11, ""pp_t"": 27, ""pp_complexity"": 34.1, ""algorithms"": [""EH17"", ""E23p""]}"
6144,9153,1,0.9999,"{""z"": 176, ""m"": 3071, ""delta"": 30, ""l"": 3041, ""pp_tau"": 16, ""pp_t"": 17, ""pp_complexity"": 26.6, ""algorithms"": [""EH17"", ""E23p""]}"
6144,9171,1,0.9999,"{""z"": 176, ""m"": 3071, ""delta"": 21, ""l"": 3050, ""pp_tau"": 16, ""pp_t"": 12, ""pp_complexity"": 22.1, ""algorithms"": [""EH17"", ""E23p""]}"
6144,9173,1,0.999,"{""z"": 176, ""m"": 3071, ""delta"": 20, ""l"": 3051, ""pp_tau"": 11, ""pp_t"": 12, ""pp_complexity"": 19.1, ""algorithms"": [""EH17"", ""E23p""]}"
6144,6143,3,0.99,"{""z"": 176, ""m"": 3071, ""s"": 2, ""l"": 1536, ""algorithms"": [""EH17"", ""E20""]}"
6144,5119,4,0.99,"{""z"": 176, ""m"": 3071, ""s"": 3, ""l"": 1024, ""algorithms"": [""EH17"", ""E20""]}"
6144,4607,5,0.99,"{""z"": 176, ""m"": 3071, ""s"": 4, ""l"": 768, ""algorithms"": [""EH17"", ""E20""]}"
6144,4301,6,0.99,"{""z"": 176, ""m"": 3071, ""s"": 5, ""l"": 615, ""algorithms"": [""EH17"", ""E20""]}"
6144,4095,7,0.99,"{""z"": 176, ""m"": 3071, ""s"": 6, ""l"": 512, ""algorithms"": [""EH17"", ""E20""]}"
6144,3949,8,0.99,"{""z"": 176, ""m"": 3071, ""s"": 7, ""l"": 439, ""algorithms"": [""EH17"", ""E20""]}"
6144,3839,9,0.99,"{""z"": 176, ""m"": 3071, ""s"": 8, ""l"": 384, ""algorithms"": [""EH17"", ""E20""]}"
6144,3755,10,0.99,"{""z"": 176, ""m"": 3071, ""s"": 9, ""l"": 342, ""algorithms"": [""EH17"", ""E20""]}"
6144,3687,11,0.99,"{""z"": 176, ""m"": 3071, ""s"": 10, ""l"": 308, ""algorithms"": [""EH17"", ""E20""]}"
6144,3631,12,0.99,"{""z"": 176, ""m"": 3071, ""s"": 11, ""l"": 280, ""algorithms"": [""EH17"", ""E20""]}"
6144,3583,13,0.99,"{""z"": 176, ""m"": 3071, ""s"": 12, ""l"": 256, ""algorithms"": [""EH17"", ""E20""]}"
6144,3545,14,0.99,"{""z"": 176, ""m"": 3071, ""s"": 13, ""l"": 237, ""algorithms"": [""EH17"", ""E20""]}"
6144,3511,15,0.99,"{""z"": 176, ""m"": 3071, ""s"": 14, ""l"": 220, ""algorithms"": [""EH17"", ""E20""]}"
6144,3481,16,0.99,"{""z"": 176, ""m"": 3071, ""s"": 15, ""l"": 205, ""algorithms"": [""EH17"", ""E20""]}"
6144,3455,17,0.99,"{""z"": 176, ""m"": 3071, ""s"": 16, ""l"": 192, ""algorithms"": [""EH17"", ""E20""]}"
6144,3433,18,0.99,"{""z"": 176, ""m"": 3071, ""s"": 17, ""l"": 181, ""algorithms"": [""EH17"", ""E20""]}"
6144,3413,19,0.99,"{""z"": 176, ""m"": 3071, ""s"": 18, ""l"": 171, ""algorithms"": [""EH17"", ""E20""]}"
6144,3395,21,0.99,"{""z"": 176, ""m"": 3071, ""s"": 19, ""l"": 162, ""algorithms"": [""EH17"", ""E20""]}"
6144,3379,22,0.99,"{""z"": 176, ""m"": 3071, ""s"": 20, ""l"": 154, ""algorithms"": [""EH17"", ""E20""]}"
6144,3365,23,0.99,"{""z"": 176, ""m"": 3071, ""s"": 21, ""l"": 147, ""algorithms"": [""EH17"", ""E20""]}"
6144,3351,24,0.99,"{""z"": 176, ""m"": 3071, ""s"": 22, ""l"": 140, ""algorithms"": [""EH17"", ""E20""]}"
6144,3339,25,0.99,"{""z"": 176, ""m"": 3071, ""s"": 23, ""l"": 134, ""algorithms"": [""EH17"", ""E20""]}"
6144,3327,26,0.99,"{""z"": 176, ""m"": 3071, ""s"": 24, ""l"": 128, ""algorithms"": [""EH17"", ""E20""]}"
6144,3317,27,0.99,"{""z"": 176, ""m"": 3071, ""s"": 25, ""l"": 123, ""algorithms"": [""EH17"", ""E20""]}"
6144,3309,28,0.99,"{""z"": 176, ""m"": 3071, ""s"": 26, ""l"": 119, ""algorithms"": [""EH17"", ""E20""]}"
6144,3299,30,0.99,"{""z"": 176, ""m"": 3071, ""s"": 27, ""l"": 114, ""algorithms"": [""EH17"", ""E20""]}"
6144,3291,31,0.99,"{""z"": 176, ""m"": 3071, ""s"": 28, ""l"": 110, ""algorithms"": [""EH17"", ""E20""]}"
6144,3283,32,0.99,"{""z"": 176, ""m"": 3071, ""s"": 29, ""l"": 106, ""algorithms"": [""EH17"", ""E20""]}"
6144,3277,33,0.99,"{""z"": 176, ""m"": 3071, ""s"": 30, ""l"": 103, ""algorithms"": [""EH17"", ""E20""]}"
6144,3271,34,0.99,"{""z"": 176, ""m"": 3071, ""s"": 31, ""l"": 100, ""algorithms"": [""EH17"", ""E20""]}"
6144,3263,36,0.99,"{""z"": 176, ""m"": 3071, ""s"": 32, ""l"": 96, ""algorithms"": [""EH17"", ""E20""]}"
6144,3259,37,0.99,"{""z"": 176, ""m"": 3071, ""s"": 33, ""l"": 94, ""algorithms"": [""EH17"", ""E20""]}"
6144,3253,38,0.99,"{""z"": 176, ""m"": 3071, ""s"": 34, ""l"": 91, ""algorithms"": [""EH17"", ""E20""]}"
6144,3247,39,0.99,"{""z"": 176, ""m"": 3071, ""s"": 35, ""l"": 88, ""algorithms"": [""EH17"", ""E20""]}"
6144,3243,40,0.99,"{""z"": 176, ""m"": 3071, ""s"": 36, ""l"": 86, ""algorithms"": [""EH17"", ""E20""]}"
6144,3237,42,0.99,"{""z"": 176, ""m"": 3071, ""s"": 37, ""l"": 83, ""algorithms"": [""EH17"", ""E20""]}"
6144,3233,43,0.99,"{""z"": 176, ""m"": 3071, ""s"": 38, ""l"": 81, ""algorithms"": [""EH17"", ""E20""]}"
6144,3229,44,0.99,"{""z"": 176, ""m"": 3071, ""s"": 39, ""l"": 79, ""algorithms"": [""EH17"", ""E20""]}"
6144,3225,46,0.99,"{""z"": 176, ""m"": 3071, ""s"": 40, ""l"": 77, ""algorithms"": [""EH17"", ""E20""]}"
6144,3221,47,0.99,"{""z"": 176, ""m"": 3071, ""s"": 41, ""l"": 75, ""algorithms"": [""EH17"", ""E20""]}"
6144,3219,48,0.99,"{""z"": 176, ""m"": 3071, ""s"": 42, ""l"": 74, ""algorithms"": [""EH17"", ""E20""]}"
6144,3215,49,0.99,"{""z"": 176, ""m"": 3071, ""s"": 43, ""l"": 72, ""algorithms"": [""EH17"", ""E20""]}"
6144,3211,51,0.99,"{""z"": 176, ""m"": 3071, ""s"": 44, ""l"": 70, ""algorithms"": [""EH17"", ""E20""]}"
6144,3209,52,0.99,"{""z"": 176, ""m"": 3071, ""s"": 45, ""l"": 69, ""algorithms"": [""EH17"", ""E20""]}"
6144,3205,54,0.99,"{""z"": 176, ""m"": 3071, ""s"": 46, ""l"": 67, ""algorithms"": [""EH17"", ""E20""]}"
6144,3203,55,0.99,"{""z"": 176, ""m"": 3071, ""s"": 47, ""l"": 66, ""algorithms"": [""EH17"", ""E20""]}"
6144,3199,57,0.99,"{""z"": 176, ""m"": 3071, ""s"": 48, ""l"": 64, ""algorithms"": [""EH17"", ""E20""]}"
6144,3197,58,0.99,"{""z"": 176, ""m"": 3071, ""s"": 49, ""l"": 63, ""algorithms"": [""EH17"", ""E20""]}"
6144,3195,59,0.99,"{""z"": 176, ""m"": 3071, ""s"": 50, ""l"": 62, ""algorithms"": [""EH17"", ""E20""]}"
6144,3193,60,0.99,"{""z"": 176, ""m"": 3071, ""s"": 51, ""l"": 61, ""algorithms"": [""EH17"", ""E20""]}"
6144,3191,61,0.99,"{""z"": 176, ""m"": 3071, ""s"": 52, ""l"": 60, ""algorithms"": [""EH17"", ""E20""]}"
8192,12185,1,0.999,"{""z"": 200, ""m"": 4095, ""delta"": 50, ""l"": 4045, ""pp_tau"": 11, ""pp_t"": 27, ""pp_complexity"": 34.1, ""algorithms"": [""EH17"", ""E23p""]}"
8192,12225,1,0.9999,"{""z"": 200, ""m"": 4095, ""delta"": 30, ""l"": 4065, ""pp_tau"": 16, ""pp_t"": 17, ""pp_complexity"": 26.6, ""algorithms"": [""EH17"", ""E23p""]}"
8192,12243,1,0.9999,"{""z"": 200, ""m"": 4095, ""delta"": 21, ""l"": 4074, ""pp_tau"": 16, ""pp_t"": 12, ""pp_complexity"": 22.1, ""algorithms"": [""EH17"", ""E23p""]}"
8192,12245,1,0.999,"{""z"": 200, ""m"": 4095, ""delta"": 20, ""l"": 4075, ""pp_tau"": 11, ""pp_t"": 12, ""pp_complexity"": 19.1, ""algorithms"": [""EH17"", ""E23p""]}"
8192,8191,3,0.99,"{""z"": 200, ""m"": 4095, ""s"": 2, ""l"": 2048, ""algorithms"": [""EH17"", ""E20""]}"
8192,6825,4,0.99,"{""z"": 200, ""m"": 4095, ""s"": 3, ""l"": 1365, ""algorithms"": [""EH17"", ""E20""]}"
8192,6143,5,0.99,"{""z"": 200, ""m"": 4095, ""s"": 4, ""l"": 1024, ""algorithms"": [""EH17"", ""E20""]}"
8192,5733,6,0.99,"{""z"": 200, ""m"": 4095, ""s"": 5, ""l"": 819, ""algorithms"": [""EH17"", ""E20""]}"
8192,5461,7,0.99,"{""z"": 200, ""m"": 4095, ""s"": 6, ""l"": 683, ""algorithms"": [""EH17"", ""E20""]}"
8192,5265,8,0.99,"{""z"": 200, ""m"": 4095, ""s"": 7, ""l"": 585, ""algorithms"": [""EH17"", ""E20""]}"
8192,5119,9,0.99,"{""z"": 200, ""m"": 4095, ""s"": 8, ""l"": 512, ""algorithms"": [""EH17"", ""E20""]}"
8192,5005,10,0.99,"{""z"": 200, ""m"": 4095, ""s"": 9, ""l"": 455, ""algorithms"": [""EH17"", ""E20""]}"
8192,4915,11,0.99,"{""z"": 200, ""m"": 4095, ""s"": 10, ""l"": 410, ""algorithms"": [""EH17"", ""E20""]}"
8192,4841,12,0.99,"{""z"": 200, ""m"": 4095, ""s"": 11, ""l"": 373, ""algorithms"": [""EH17"", ""E20""]}"
8192,4779,13,0.99,"{""z"": 200, ""m"": 4095, ""s"": 12, ""l"": 342, ""algorithms"": [""EH17"", ""E20""]}"
8192,4725,14,0.99,"{""z"": 200, ""m"": 4095, ""s"": 13, ""l"": 315, ""algorithms"": [""EH17"", ""E20""]}"
8192,4681,15,0.99,"{""z"": 200, ""m"": 4095, ""s"": 14, ""l"": 293, ""algorithms"": [""EH17"", ""E20""]}"
8192,4641,16,0.99,"{""z"": 200, ""m"": 4095, ""s"": 15, ""l"": 273, ""algorithms"": [""EH17"", ""E20""]}"
8192,4607,17,0.99,"{""z"": 200, ""m"": 4095, ""s"": 16, ""l"": 256, ""algorithms"": [""EH17"", ""E20""]}"
8192,4577,18,0.99,"{""z"": 200, ""m"": 4095, ""s"": 17, ""l"": 241, ""algorithms"": [""EH17"", ""E20""]}"
8192,4551,19,0.99,"{""z"": 200, ""m"": 4095, ""s"": 18, ""l"": 228, ""algorithms"": [""EH17"", ""E20""]}"
8192,4527,20,0.99,"{""z"": 200, ""m"": 4095, ""s"": 19, ""l"": 216, ""algorithms"": [""EH17"", ""E20""]}"
8192,4505,21,0.99,"{""z"": 200, ""m"": 4095, ""s"": 20, ""l"": 205, ""algorithms"": [""EH17"", ""E20""]}"
8192,4485,22,0.99,"{""z"": 200, ""m"": 4095, ""s"": 21, ""l"": 195, ""algorithms"": [""EH17"", ""E20""]}"
8192,4469,24,0.99,"{""z"": 200, ""m"": 4095, ""s"": 22, ""l"": 187, ""algorithms"": [""EH17"", ""E20""]}"
8192,4453,25,0.99,"{""z"": 200, ""m"": 4095, ""s"": 23, ""l"": 179, ""algorithms"": [""EH17"", ""E20""]}"
8192,4437,26,0.99,"{""z"": 200, ""m"": 4095, ""s"": 24, ""l"": 171, ""algorithms"": [""EH17"", ""E20""]}"
8192,4423,27,0.99,"{""z"": 200, ""m"": 4095, ""s"": 25, ""l"": 164, ""algorithms"": [""EH17"", ""E20""]}"
8192,4411,28,0.99,"{""z"": 200, ""m"": 4095, ""s"": 26, ""l"": 158, ""algorithms"": [""EH17"", ""E20""]}"
8192,4399,29,0.99,"{""z"": 200, ""m"": 4095, ""s"": 27, ""l"": 152, ""algorithms"": [""EH17"", ""E20""]}"
8192,4389,30,0.99,"{""z"": 200, ""m"": 4095, ""s"": 28, ""l"": 147, ""algorithms"": [""EH17"", ""E20""]}"
8192,4379,31,0.99,"{""z"": 200, ""m"": 4095, ""s"": 29, ""l"": 142, ""algorithms"": [""EH17"", ""E20""]}"
8192,4369,32,0.99,"{""z"": 200, ""m"": 4095, ""s"": 30, ""l"": 137, ""algorithms"": [""EH17"", ""E20""]}"
8192,4361,34,0.99,"{""z"": 200, ""m"": 4095, ""s"": 31, ""l"": 133, ""algorithms"": [""EH17"", ""E20""]}"
8192,4351,35,0.99,"{""z"": 200, ""m"": 4095, ""s"": 32, ""l"": 128, ""algorithms"": [""EH17"", ""E20""]}"
8192,4345,36,0.99,"{""z"": 200, ""m"": 4095, ""s"": 33, ""l"": 125, ""algorithms"": [""EH17"", ""E20""]}"
8192,4337,37,0.99,"{""z"": 200, ""m"": 4095, ""s"": 34, ""l"": 121, ""algorithms"": [""EH17"", ""E20""]}"
8192,4329,38,0.99,"{""z"": 200, ""m"": 4095, ""s"": 35, ""l"": 117, ""algorithms"": [""EH17"", ""E20""]}"
8192,4323,40,0.99,"{""z"": 200, ""m"": 4095, ""s"": 36, ""l"": 114, ""algorithms"": [""EH17"", ""E20""]}"
8192,4317,41,0.99,"{""z"": 200, ""m"": 4095, ""s"": 37, ""l"": 111, ""algorithms"": [""EH17"", ""E20""]}"
8192,4311,42,0.99,"{""z"": 200, ""m"": 4095, ""s"": 38, ""l"": 108, ""algorithms"": [""EH17"", ""E20""]}"
8192,4305,43,0.99,"{""z"": 200, ""m"": 4095, ""s"": 39, ""l"": 105, ""algorithms"": [""EH17"", ""E20""]}"
8192,4301,44,0.99,"{""z"": 200, ""m"": 4095, ""s"": 40, ""l"": 103, ""algorithms"": [""EH17"", ""E20""]}"
8192,4295,46,0.99,"{""z"": 200, ""m"": 4095, ""s"": 41, ""l"": 100, ""algorithms"": [""EH17"", ""E20""]}"
8192,4291,47,0.99,"{""z"": 200, ""m"": 4095, ""s"": 42, ""l"": 98, ""algorithms"": [""EH17"", ""E20""]}"
8192,4287,48,0.99,"{""z"": 200, ""m"": 4095, ""s"": 43, ""l"": 96, ""algorithms"": [""EH17"", ""E20""]}"
8192,4283,49,0.99,"{""z"": 200, ""m"": 4095, ""s"": 44, ""l"": 94, ""algorithms"": [""EH17"", ""E20""]}"
8192,4277,51,0.99,"{""z"": 200, ""m"": 4095, ""s"": 45, ""l"": 91, ""algorithms"": [""EH17"", ""E20""]}"
8192,4275,52,0.99,"{""z"": 200, ""m"": 4095, ""s"": 46, ""l"": 90, ""algorithms"": [""EH17"", ""E20""]}"
8192,4271,52,0.99,"{""z"": 200, ""m"": 4095, ""s"": 47, ""l"": 88, ""algorithms"": [""EH17"", ""E20""]}"
8192,4267,54,0.99,"{""z"": 200, ""m"": 4095, ""s"": 48, ""l"": 86, ""algorithms"": [""EH17"", ""E20""]}"
8192,4263,55,0.99,"{""z"": 200, ""m"": 4095, ""s"": 49, ""l"": 84, ""algorithms"": [""EH17"", ""E20""]}"
8192,4259,57,0.99,"{""z"": 200, ""m"": 4095, ""s"": 50, ""l"": 82, ""algorithms"": [""EH17"", ""E20""]}"
8192,4257,58,0.99,"{""z"": 200, ""m"": 4095, ""s"": 51, ""l"": 81, ""algorithms"": [""EH17"", ""E20""]}"
8192,4253,59,0.99,"{""z"": 200, ""m"": 4095, ""s"": 52, ""l"": 79, ""algorithms"": [""EH17"", ""E20""]}"
8192,4251,60,0.99,"{""z"": 200, ""m"": 4095, ""s"": 53, ""l"": 78, ""algorithms"": [""EH17"", ""E20""]}"
8192,4247,62,0.99,"{""z"": 200, ""m"": 4095, ""s"": 54, ""l"": 76, ""algorithms"": [""EH17"", ""E20""]}"
8192,4245,63,0.99,"{""z"": 200, ""m"": 4095, ""s"": 55, ""l"": 75, ""algorithms"": [""EH17"", ""E20""]}"
8192,4243,64,0.99,"{""z"": 200, ""m"": 4095, ""s"": 56, ""l"": 74, ""algorithms"": [""EH17"", ""E20""]}"
8192,4239,66,0.99,"{""z"": 200, ""m"": 4095, ""s"": 57, ""l"": 72, ""algorithms"": [""EH17"", ""E20""]}"
8192,4237,67,0.99,"{""z"": 200, ""m"": 4095, ""s"": 58, ""l"": 71, ""algorithms"": [""EH17"", ""E20""]}"
8192,4235,68,0.99,"{""z"": 200, ""m"": 4095, ""s"": 59, ""l"": 70, ""algorithms"": [""EH17"", ""E20""]}"
8192,4233,69,0.99,"{""z"": 200, ""m"": 4095, ""s"": 60, ""l"": 69, ""algorithms"": [""EH17"", ""E20""]}"
8192,4231,70,0.99,"{""z"": 200, ""m"": 4095, ""s"": 61, ""l"": 68, ""algorithms"": [""EH17"", ""E20""]}"
